SPECIES_TYPE,DATA_SOURCE,TXP,VARIANT_CLASS,CANCER_TYPE,ANY_REGION_DUPLICATED,PYCLONECLONAL_SC,OVERALL_TIMING,SPECIES,SCORE_THRESHOLD,DRIVERMUT,MUTANT_EXPRESSED,NUM_MUTS,NUM_ROWS
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.390.10_13277_3edgA00,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.390.10_13285_2rjpA01,,,FALSE,7,7
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.390.10_13285_2rjpA01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.390.10_13285_2rjpA01,,,,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.440.10_3574_2v40A01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.47.10_52261_2iikA00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.47.10_52566_2p8uA00,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.47.10_52566_2p8uA00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.47.10_52651_2f2sA02,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.47.10_52651_2f2sA02,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.470.10_4863_1oe4A00,,,TRUE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1000_57251_3b8eA03,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1000_57520_1l8lA01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1000_57607_1yj5A01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1000_57655_1iwoA04,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1010_15905_1ul1X00,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1010_15905_1ul1X00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1010_15905_1ul1X00,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.10140_4403_1fywA00,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.10140_4403_1fywA00,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.10140_4407_1t3gA00,,,FALSE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.10190_8720_1jnxX01,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.10190_8827_2xnhA02,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.10190_9288_3ii6X03,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.10190_9333_4bmcA02,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.10240_1036_3s4yA00,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.10300_1813_1p9oA00,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.10490_21115_1u0eA02,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.10490_21123_2v4mA01,,,TRUE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.10490_21198_4toiA01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.10540_7203_1pqyA01,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.10590_47_2hb6A01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.10810_9053_3mwyW03,MC3,TRUE,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.10810_9053_3mwyW03,MC3,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.10810_9053_3mwyW03,,TRUE,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.10810_9053_3mwyW03,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.10810_9053_3mwyW03,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1100_25270_2rkbA02,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1100_25303_1v71A01,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1100_25314_1jbqA01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1100_25362_1kl7A03,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1220_12989_1djlA00,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1240_13372_3dcyA00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1240_13397_2h0qA01,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1360_8336_1ne7A00,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1440_535_5jcoA01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1440_535_5jcoA01,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1440_588_5ij0B01,,,FALSE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1440_588_5ij0B01,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1460_5871_1bmqA00,,,FALSE,3,3
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1460_5885_4aw9A00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.150_131377_1g55A02,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.150_131649_1jqdA00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.150_133759_2qrvA01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.150_133759_2qrvA01,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.150_135603_2ipxA02,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.150_135792_2a14A00,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.150_135844_5cm2Z00,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.150_136037_1nw3A02,,TRUE,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.150_136037_1nw3A02,,TRUE,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.150_136041_3a7eA00,,,FALSE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.150_136335_3egiA00,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.150_136377_4pwyA00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.150_136408_1i4wA01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1580_6091_2xrfA00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.170_6017_2bw0A01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1820_114044_2ocgA00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1820_114893_3fcxA00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1820_115013_3d59A00,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1820_115014_4xwgA01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1820_115070_1ivyA00,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1820_115070_1ivyA00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1820_115121_1mx1A00,,,FALSE,5,5
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1820_115121_1mx1A00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1820_115131_3c5vA00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1820_115265_1f6wA00,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1820_115289_1s8oA03,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1820_115346_3dduA01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1820_115352_2qmqA00,,,TRUE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1820_115364_1xktA01,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1820_115372_2zshA00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1820_115381_1z68A02,,,FALSE,3,3
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1820_115381_1z68A02,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1820_115381_1z68A02,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1820_115488_2oxeA01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1820_115799_4qlaA00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.1970_7328_1ta9A01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.2000_95564_1em6A01,,,TRUE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.2000_97203_2o6lA00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.2000_97281_1em6A02,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.2000_97281_1em6A02,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.200_10257_3lxuX01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.200_10257_3lxuX01,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.200_10259_2p4eA01,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.200_10272_4omcA01,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.200_10272_4omcA01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.200_10272_4omcA01,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.2020_18695_2wnsA00,,,TRUE,3,3
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.20_15453_1a9xA05,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.2300_150739_3q41A02,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.2300_150824_4xaqA01,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.2300_150858_3lucA01,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.2300_150893_4f11A02,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.2300_358_3mq4A01,,,FALSE,5,5
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.2300_750_3mq4A02,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.2300_8862_1jdnA02,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.261_4818_3mwdB02,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.261_4924_1cqiB03,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_618177_1t0hB00,,,FALSE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_619478_3x1dA01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_623830_3bd9A00,,,FALSE,4,4
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_623830_3bd9A00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_623830_3bd9A00,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_626490_3ftqA00,,,FALSE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_626762_1f60A01,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_626762_1f60A01,,,TRUE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_626964_1zd9A00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_627197_3fe2A00,,,TRUE,5,5
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_627204_3g5uA02,,,FALSE,3,3
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_627204_3g5uA02,,,TRUE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_627882_2cjwA00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_627923_3hu1A03,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_628018_1shzA01,,,TRUE,3,3
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_628382_2zamA01,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_628430_2cbzA00,,,TRUE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_628590_2ph1A00,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_628647_4yqfA00,,,TRUE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_628823_1vplA00,,,FALSE,6,6
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_628823_1vplA00,,,TRUE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_628823_1vplA00,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_629730_2xauA02,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_629787_5c18A05,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_629962_4r7zA00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_629966_3gd7A01,,,TRUE,3,3
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_629966_3gd7A01,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_630238_3ap1A01,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_630744_1kaoA00,MC3,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_630744_1kaoA00,,TRUE,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_630744_1kaoA00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_630778_3mwyW04,MC3,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_630778_3mwyW04,,TRUE,TRUE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_630778_3mwyW04,,,TRUE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_630802_3vkgA05,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_631355_1n6hA00,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_631514_3vkgA10,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_631584_3lluA00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_632031_5gvrA00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_632299_2wojA00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_632304_1dg3A02,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_632464_4f91B07,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_633046_2xauA03,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_633268_4cdgA01,,TRUE,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_633337_1cjmA00,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_633337_1cjmA00,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_633341_3lvqE04,,,TRUE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_633410_2o8bA05,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_633449_1ksfX04,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_633449_1ksfX04,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_633526_4cdgA02,,TRUE,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_634148_4rkfA00,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_634148_4rkfA00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_634320_2fh5B00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_634796_1udwA00,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_634823_5jcpA02,,,FALSE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_634823_5jcpA02,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_634823_5jcpA02,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_634947_3bfkA00,MC3,TRUE,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_634947_3bfkA00,MC3,TRUE,TRUE,44,44
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_634947_3bfkA00,MC3,TRUE,,7,7
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_634947_3bfkA00,,TRUE,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_634947_3bfkA00,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_634947_3bfkA00,,,TRUE,4,4
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_635325_1j90A00,,,TRUE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.300_635507_4gl2A02,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.410_19584_1jv2B02,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.410_19693_4igiA00,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.410_19758_3eh1A04,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.450_9449_4rh3A01,,,TRUE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.620_86612_1ileA01,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.620_88842_2nz2A01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.620_89155_1wxeA00,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.720_128160_4a27A02,,,FALSE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.720_284092_1xg5A00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.720_285744_2gdzA00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.720_285989_4pivA02,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.720_286287_1hdrA00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.720_287087_2c0cA02,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.720_287593_1r4mA01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.720_288835_2dfdA01,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.720_289570_2g76A02,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.720_289570_2g76A02,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.720_290088_1pr9A00,,,TRUE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.720_290287_1x13A01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.720_290999_3rd5A00,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.720_290999_3rd5A00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.720_290999_3rd5A00,,,,3,3
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.720_291344_3wj7A00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.720_291883_4w82A02,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.720_291944_2ydxA00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.80_12659_3fjoA05,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.880_33669_1l9xA00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.880_33954_1a9xB02,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.970_36536_1ni4A00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.50.970_36569_3mosA02,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.525.10_3406_2d4qA01,,TRUE,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.525.10_3454_1auaA01,,,FALSE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.525.10_3454_1auaA01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.532.10_576_1uchA00,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.532.10_576_1uchA00,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.570.10_1273_4gtwA02,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.570.10_1273_4gtwA02,,,TRUE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.605.10_21376_2w8nA01,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.605.10_21376_2w8nA01,,,TRUE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.630.10_34828_1z8lA01,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.630.10_34828_1z8lA01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.630.10_34828_1z8lA01,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.630.10_34847_1uwyA01,,,FALSE,7,7
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.630.10_34847_1uwyA01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.640.10_62953_3kgwA02,,,FALSE,2,2
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.640.10_63117_2hzpA02,,,,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.640.10_63207_1fc4A01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.640.10_63248_3k40A02,,,FALSE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.640.10_63248_3k40A02,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.640.10_63352_2nmpA01,,,TRUE,1,1
funfam,Tx,N,Missense_Mutation,LUAD,TRUE,C,early,3.40.640.10_63379_5ax8A02,,,TRUE,1,1
